ComponentID,Day,Temperature,Pressure,Vibration,UsageHours,DaysSinceMaintenance,Failure,Maintenance,ComponentHealth
35,171,79.766,37.248,1.948,28,7,1,1,0.928
35,172,74.027,34.189,1.241,45,1,0,0,0.92
35,173,72.49,32.193,1.053,52,2,0,0,0.881
35,174,61.134,38.061,0.911,61,3,0,0,0.867
35,175,71.068,35.956,1.237,72,4,0,0,0.845
35,176,76.838,35.862,1.165,78,5,0,0,0.824
35,177,74.651,33.986,1.068,87,6,0,0,0.782
35,178,72.92,33.136,1.039,93,7,0,0,0.78
35,179,71.825,34.005,1.358,104,8,0,0,0.765
35,180,75.915,35.432,1.254,60,9,1,1,0.938
35,181,74.151,35.696,1.085,68,1,0,0,0.93
35,182,64.877,35.726,1.11,75,2,0,0,0.913
35,183,66.676,36.803,1.131,81,3,0,0,0.901
35,184,71.422,28.019,0.909,92,4,0,0,0.888
35,185,71.285,35.6,1.426,103,5,0,0,0.864
35,186,77.617,35.675,1.147,17,6,1,1,0.991
35,187,67.431,35.001,0.45,27,1,0,0,0.976
35,188,70.756,32.144,1.124,40,2,0,0,0.956
35,189,70.396,34.512,0.803,48,3,0,0,0.925
35,190,68.774,34.79,1.038,62,4,0,0,0.895
35,191,73.479,33.222,1.026,74,5,0,0,0.876
35,192,70.238,35.545,1.133,83,6,0,0,0.855
35,193,71.633,32.164,1.207,92,7,0,0,0.854
35,194,71.531,35.709,1.278,101,8,0,0,0.812
35,195,71.989,35.318,1.167,107,9,0,0,0.822
35,196,74.611,36.8,1.18,124,10,0,0,0.806
35,197,70.892,35.842,1.409,132,11,0,0,0.791
35,198,72.556,33.913,1.702,139,12,0,0,0.777
35,199,74.242,38.278,1.649,156,13,0,0,0.749
35,200,68.788,34.707,1.8,173,14,0,0,0.725
35,201,76.951,35.266,1.789,181,15,0,0,0.724
35,202,75.579,35.678,1.82,93,16,1,1,0.978
35,203,71.404,34.529,0.947,89,1,1,1,0.903
35,204,68.761,31.622,0.936,101,1,0,0,0.902
35,205,68.554,35.545,1.298,6,2,1,1,0.975
35,206,60.831,32.626,1.071,23,1,0,0,0.97
35,207,68.799,28.953,0.733,30,2,0,0,0.952
35,208,64.138,30.66,1.065,46,3,0,0,0.92
35,209,68.897,30.744,1.02,9,4,1,1,0.901
35,210,69.12,30.425,0.895,22,1,0,0,0.89
35,211,68.535,33.93,0.778,37,2,0,0,0.872
35,212,74.348,33.428,0.837,45,3,0,0,0.867
35,213,68.28,31.251,0.94,51,4,0,0,0.867
35,214,70.039,33.121,0.782,59,5,0,0,0.848
35,215,66.386,32.978,1.338,70,6,0,0,0.832
35,216,71.32,31.834,1.218,78,7,0,0,0.818
35,217,72.52,34.311,1.066,85,8,0,0,0.796
35,218,63.081,32.846,1.198,9,9,1,1,0.934
35,219,60.268,28.049,1.04,15,1,0,0,0.938
35,220,60.589,32.157,0.561,30,2,0,0,0.907
35,221,68.992,33.505,1.061,42,3,0,0,0.888
35,222,64.755,33.807,1.283,97,4,1,1,0.963
35,223,70.024,30.0,1.412,105,1,0,0,0.94
35,224,72.769,30.713,1.227,118,2,0,0,0.938
35,225,71.811,34.25,1.706,135,3,0,0,0.914
35,226,70.198,36.335,1.312,143,4,0,0,0.939
35,227,72.297,35.711,1.492,160,5,0,0,0.92
35,228,71.284,35.931,1.72,174,6,0,0,0.926
35,229,68.622,32.677,1.449,191,7,0,0,0.907
35,230,66.612,34.195,1.577,201,8,0,0,0.88
35,231,70.926,31.338,1.841,214,9,0,0,0.846
35,232,78.341,37.608,1.615,226,10,0,0,0.81
35,233,74.7,35.343,2.135,43,11,1,1,0.962
35,234,75.986,34.411,0.983,56,1,0,0,0.947
35,235,71.676,32.732,0.992,74,2,0,0,0.929
35,236,66.683,31.254,1.186,88,3,1,1,0.926
35,237,69.467,35.269,1.19,94,1,0,0,0.929
35,238,69.274,30.996,1.048,104,2,0,0,0.904
35,239,69.587,32.104,1.173,19,3,1,1,0.96
35,240,67.157,30.567,0.679,25,1,0,0,0.923
35,241,63.231,33.459,1.171,4,2,1,1,0.999
35,242,60.766,29.307,0.661,19,1,0,0,0.987
35,243,68.314,28.919,0.877,37,2,0,0,0.963
35,244,63.854,32.552,0.947,45,3,0,0,0.965
35,245,63.307,27.869,1.018,59,4,0,0,0.944
35,246,66.962,34.214,0.873,67,5,0,0,0.944
35,247,59.354,31.657,1.265,73,6,0,0,0.923
35,248,67.707,30.675,1.037,85,7,0,0,0.89
35,249,65.432,31.903,1.173,97,8,0,0,0.893
35,250,63.826,31.524,1.445,113,9,0,0,0.875
35,251,67.178,32.794,1.282,126,10,0,0,0.869
35,252,65.396,34.522,1.399,140,11,0,0,0.847
35,253,70.086,37.213,1.513,33,12,1,1,0.915
35,254,67.49,32.616,0.918,64,1,1,1,0.923
35,255,68.773,31.723,1.177,74,1,0,0,0.9
35,256,73.753,31.868,0.954,91,2,0,0,0.886
35,257,63.626,31.498,1.177,100,3,0,0,0.872
35,258,67.3,33.979,1.181,112,4,0,0,0.857
35,259,67.622,29.854,1.356,120,5,0,0,0.83
35,260,72.934,36.735,1.017,130,6,0,0,0.832
35,261,65.779,32.635,1.47,137,7,0,0,0.806
35,262,70.199,36.092,1.577,48,8,1,1,0.938
35,263,59.349,32.915,0.947,56,1,0,0,0.932
35,264,64.332,29.079,1.005,73,2,0,0,0.913
35,265,62.635,29.505,1.176,82,3,0,0,0.922
35,266,62.623,34.126,0.808,94,4,0,0,0.925
35,267,69.247,33.303,1.413,109,5,0,0,0.922
35,268,67.739,31.975,1.322,115,6,0,0,0.923
35,269,71.745,33.469,1.294,124,7,0,0,0.919
35,270,62.783,30.703,1.376,136,8,0,0,0.898
35,271,65.503,32.453,1.189,144,9,0,0,0.879
35,272,62.995,33.083,1.405,161,10,0,0,0.863
35,273,70.151,35.569,1.514,175,11,0,0,0.848
35,274,69.768,35.563,1.428,190,12,0,0,0.837
35,275,67.098,36.366,1.59,197,13,0,0,0.827
35,276,68.948,34.474,1.643,214,14,0,0,0.805
35,277,69.66,35.273,1.745,227,15,0,0,0.777
35,278,71.581,38.181,1.958,240,16,0,0,0.757
35,279,74.295,34.478,2.023,251,17,0,0,0.75
35,280,69.504,36.068,2.58,267,18,0,0,0.713
35,281,70.375,37.178,2.246,51,19,1,1,0.939
35,282,65.222,32.327,0.791,63,1,0,0,0.931
35,283,62.363,27.031,0.992,71,2,0,0,0.916
35,284,64.821,33.277,1.24,77,3,0,0,0.912
35,285,71.599,28.557,0.773,95,4,0,0,0.888
35,286,68.013,33.102,1.17,82,5,1,1,0.913
35,287,65.909,31.135,1.008,94,1,0,0,0.907
35,288,62.157,33.666,1.308,103,2,0,0,0.912
35,289,64.277,30.202,1.347,113,3,0,0,0.892
35,290,67.225,33.415,1.396,120,4,0,0,0.904
35,291,69.677,32.443,1.492,127,5,0,0,0.89
35,292,68.931,31.935,1.401,46,6,1,1,0.944
35,293,66.766,30.567,0.961,61,1,0,0,0.926
35,294,64.396,35.302,1.175,79,2,0,0,0.911
35,295,68.113,31.297,0.974,90,3,0,0,0.896
35,296,72.098,31.598,0.961,96,4,0,0,0.884
35,297,69.659,33.857,1.443,105,5,0,0,0.858
35,298,67.32,34.236,1.244,115,6,0,0,0.845
35,299,61.57,31.921,1.24,123,7,0,0,0.822
35,300,70.784,31.404,1.442,137,8,0,0,0.81
35,301,67.375,32.684,1.446,144,9,0,0,0.767
35,302,69.389,35.522,1.521,151,10,0,0,0.766
35,303,71.628,35.382,1.609,160,11,0,0,0.747
35,304,74.209,32.536,1.77,175,12,0,0,0.714
35,305,69.275,36.039,1.478,181,13,0,0,0.703
35,306,76.769,36.64,2.021,199,14,0,0,0.671
35,307,73.132,32.028,1.898,209,15,0,0,0.651
35,308,73.477,34.285,1.927,218,16,0,0,0.632
35,309,68.445,37.45,2.2,25,17,1,1,0.985
35,310,63.775,28.661,1.068,41,1,0,0,0.954
35,311,68.704,31.087,0.967,47,2,0,0,0.943
35,312,64.57,33.765,0.954,56,3,0,0,0.96
35,313,60.087,30.649,0.831,10,4,1,1,0.996
35,314,58.598,32.191,0.761,25,1,0,0,0.989
35,315,70.698,29.616,1.083,40,2,0,0,0.961
35,316,67.552,31.774,1.004,46,3,0,0,0.957
35,317,69.026,32.307,0.929,61,4,0,0,0.936
35,318,70.904,31.813,1.254,79,5,0,0,0.913
35,319,66.902,33.357,1.072,5,6,1,1,0.955
35,320,64.095,32.818,0.715,11,1,0,0,0.945
35,321,57.08,29.413,0.575,22,2,0,0,0.944
35,322,67.522,33.259,0.721,29,3,0,0,0.934
35,323,70.166,29.161,0.874,39,4,0,0,0.909
35,324,61.639,30.132,1.116,45,5,0,0,0.871
35,325,61.645,29.721,1.245,96,6,1,1,0.996
35,326,71.363,31.829,1.24,106,1,0,0,0.98
35,327,63.787,33.2,1.157,64,2,1,1,0.93
35,328,65.409,29.966,1.057,73,1,0,0,0.905
35,329,69.357,35.138,1.138,84,2,0,0,0.887
35,330,71.094,35.217,1.206,102,3,0,0,0.872
35,331,71.254,32.403,1.119,114,4,0,0,0.861
35,332,66.854,31.48,1.507,45,5,1,1,0.977
35,333,66.518,31.399,1.247,53,1,0,0,0.964
35,334,67.074,34.25,0.871,70,2,0,0,0.933
35,335,64.208,39.079,1.232,86,3,0,0,0.89
35,336,75.282,30.903,1.09,93,4,0,0,0.895
35,337,73.306,34.645,1.113,104,5,0,0,0.893
35,338,72.207,35.186,1.435,116,6,0,0,0.864
35,339,66.688,36.399,1.536,133,7,0,0,0.832
35,340,71.039,31.617,1.682,147,8,0,0,0.836
35,341,68.245,30.713,1.255,154,9,0,0,0.819
35,342,77.16,36.11,1.487,99,10,1,1,0.954
35,343,70.64,35.792,1.237,107,1,0,0,0.928
35,344,71.775,33.677,1.239,113,2,0,0,0.933
35,345,68.068,33.047,1.444,48,3,1,1,0.954
35,346,71.597,36.569,0.721,61,1,0,0,0.94
35,347,69.478,31.124,1.08,76,2,0,0,0.927
35,348,64.715,34.893,1.168,82,3,0,0,0.914
35,349,67.934,33.033,0.8,92,4,0,0,0.904
35,350,66.743,30.349,0.948,100,5,0,0,0.886
35,351,74.547,32.396,1.29,108,6,0,0,0.882
35,352,71.009,32.384,1.569,59,7,1,1,0.964
35,353,67.83,32.274,0.594,66,1,0,0,0.95
35,354,69.109,30.881,1.128,82,2,0,0,0.923
35,355,66.336,34.016,1.206,89,3,0,0,0.922
35,356,66.246,33.231,1.439,106,4,0,0,0.894
35,357,72.01,32.951,1.377,115,5,0,0,0.87
35,358,72.587,31.317,1.261,124,6,0,0,0.864
35,359,71.678,35.606,1.769,142,7,0,0,0.825
35,360,69.118,32.09,1.316,158,8,0,0,0.816
35,361,74.331,37.029,1.821,174,9,0,0,0.792
35,362,78.766,36.564,1.744,182,10,0,0,0.788
35,363,80.128,35.958,1.919,200,11,0,0,0.758
35,364,74.446,37.172,1.94,20,12,1,1,0.948
35,365,68.146,33.592,0.636,34,1,0,0,0.941
36,1,90.476,43.676,3.384,543,24,0,0,0.981
36,2,91.617,42.661,3.188,66,25,1,1,0.954
36,3,75.476,29.769,1.0,84,1,0,0,0.934
36,4,73.822,30.249,1.04,95,2,0,0,0.929
36,5,79.092,30.307,1.118,108,3,0,0,0.921
36,6,75.353,30.328,0.925,126,4,0,0,0.907
36,7,79.817,31.388,1.356,134,5,0,0,0.917
36,8,75.095,29.489,1.833,145,6,0,0,0.9
36,9,76.691,28.136,1.441,46,7,1,1,0.951
36,10,73.258,26.317,0.872,61,1,0,0,0.921
36,11,70.907,31.562,1.295,73,2,0,0,0.908
36,12,75.135,29.396,1.247,79,3,0,0,0.907
36,13,79.272,32.469,0.767,96,4,0,0,0.899
36,14,77.428,32.413,1.186,114,5,0,0,0.901
36,15,74.185,35.369,1.404,130,6,0,0,0.898
36,16,77.364,33.951,1.313,142,7,0,0,0.883
36,17,82.325,31.618,1.381,151,8,0,0,0.865
36,18,82.848,30.247,1.421,160,9,0,0,0.846
36,19,81.196,36.271,1.527,175,10,0,0,0.821
36,20,81.505,32.341,1.672,9,11,1,1,0.921
36,21,78.717,30.056,0.607,17,1,0,0,0.925
36,22,74.602,31.844,0.654,32,2,0,0,0.904
36,23,80.447,29.749,0.982,48,3,0,0,0.888
36,24,78.504,32.024,0.712,61,4,0,0,0.883
36,25,70.548,29.027,0.984,68,5,0,0,0.844
36,26,83.93,31.84,1.152,86,6,0,0,0.818
36,27,78.077,33.808,1.127,92,7,0,0,0.811
36,28,77.849,31.52,1.287,100,8,0,0,0.8
36,29,82.195,29.603,1.516,39,9,1,1,0.981
36,30,76.947,30.097,1.074,53,1,0,0,0.973
36,31,73.234,30.248,0.847,71,2,0,0,0.957
36,32,76.514,32.205,1.141,89,3,0,0,0.938
36,33,80.266,33.769,1.011,96,4,0,0,0.938
36,34,74.788,31.863,1.204,109,5,0,0,0.912
36,35,78.416,35.31,1.215,58,6,1,1,0.918
36,36,82.383,29.874,0.977,69,1,0,0,0.906
36,37,79.506,27.8,1.214,77,2,0,0,0.911
36,38,79.736,32.264,1.161,20,3,1,1,0.999
36,39,70.279,28.889,0.54,27,1,0,0,0.989
36,40,79.479,29.43,0.673,37,2,0,0,0.985
36,41,80.669,28.34,0.878,52,3,0,0,0.965
36,42,75.26,31.496,0.43,63,4,0,0,0.959
36,43,79.551,30.54,0.845,74,5,0,0,0.948
36,44,82.595,32.054,1.228,81,6,0,0,0.944
36,45,78.462,32.103,1.344,88,7,0,0,0.934
36,46,81.38,30.699,1.128,96,8,0,0,0.925
36,47,80.675,30.658,1.47,113,9,0,0,0.901
36,48,79.172,32.142,1.099,131,10,0,0,0.875
36,49,79.921,31.424,1.432,144,11,0,0,0.857
36,50,76.626,35.171,1.04,154,12,0,0,0.843
36,51,79.701,34.881,1.311,167,13,0,0,0.812
36,52,81.759,36.58,1.442,177,14,0,0,0.796
36,53,80.139,34.855,1.615,195,15,0,0,0.77
36,54,82.65,35.113,1.882,208,16,0,0,0.749
36,55,82.822,35.463,1.691,224,17,0,0,0.725
36,56,88.042,35.183,1.776,15,18,1,1,0.942
36,57,74.831,30.678,0.622,30,1,0,0,0.922
36,58,80.262,31.415,0.827,43,2,0,0,0.912
36,59,74.268,32.399,0.912,49,3,0,0,0.916
36,60,72.229,29.183,0.759,60,4,0,0,0.895
36,61,77.48,29.893,1.444,70,5,0,0,0.867
36,62,80.662,32.503,1.061,82,6,0,0,0.855
36,63,74.739,31.204,0.924,94,7,0,0,0.829
36,64,76.105,32.547,1.45,109,8,0,0,0.804
36,65,78.942,30.806,1.176,125,9,0,0,0.793
36,66,80.876,29.811,1.391,133,10,0,0,0.788
36,67,80.506,31.982,1.387,146,11,0,0,0.761
36,68,83.296,33.699,1.33,157,12,0,0,0.746
36,69,87.8,34.918,1.776,171,13,0,0,0.723
36,70,79.638,35.427,1.641,186,14,0,0,0.683
36,71,88.266,35.77,1.998,197,15,0,0,0.659
36,72,79.886,35.176,1.932,208,16,0,0,0.621
36,73,85.603,37.122,2.06,215,17,0,0,0.596
36,74,83.828,39.118,1.862,231,18,0,0,0.574
36,75,91.49,34.422,2.087,64,19,1,1,0.978
36,76,76.985,32.136,1.145,77,1,0,0,0.972
36,77,82.507,34.229,1.355,87,2,0,0,0.955
36,78,83.645,35.105,0.875,103,3,0,0,0.943
36,79,79.298,32.136,1.321,109,4,0,0,0.93
36,80,81.771,29.498,1.11,124,5,0,0,0.914
36,81,82.354,34.196,1.473,7,6,1,1,0.989
36,82,82.144,30.605,0.785,24,1,0,0,0.978
36,83,78.683,30.761,0.968,42,2,0,0,0.977
36,84,77.159,31.714,0.918,51,3,0,0,0.955
36,85,80.73,30.247,0.666,71,4,1,1,0.974
36,86,77.581,35.803,1.337,77,1,0,0,0.948
36,87,79.804,34.061,1.191,85,2,0,0,0.95
36,88,85.321,28.611,1.08,92,3,0,0,0.933
36,89,82.076,31.668,1.161,102,4,0,0,0.92
36,90,83.213,33.94,1.506,114,5,0,0,0.904
36,91,84.08,34.963,1.428,122,6,0,0,0.91
36,92,79.25,31.389,1.738,137,7,0,0,0.889
36,93,81.903,33.315,1.289,149,8,0,0,0.874
36,94,84.476,31.355,1.33,156,9,0,0,0.843
36,95,81.169,31.394,1.37,165,10,0,0,0.825
36,96,83.938,36.897,1.535,177,11,0,0,0.813
36,97,82.241,36.468,1.409,190,12,0,0,0.787
36,98,88.331,32.989,1.788,11,13,1,1,0.953
36,99,77.736,29.718,0.935,22,1,0,0,0.939
36,100,80.99,32.661,0.912,35,2,0,0,0.932
36,101,79.791,32.157,1.008,82,3,1,1,0.978
36,102,77.051,30.134,0.814,96,1,0,0,0.957
36,103,83.014,30.241,1.209,109,2,0,0,0.94
36,104,86.016,30.55,1.321,116,3,0,0,0.932
36,105,87.365,36.899,1.401,123,4,0,0,0.919
36,106,76.356,29.256,1.083,131,5,0,0,0.921
36,107,86.909,33.35,1.584,148,6,0,0,0.883
36,108,78.009,33.07,1.409,155,7,0,0,0.886
36,109,77.955,35.567,1.693,167,8,0,0,0.867
36,110,85.881,37.418,1.635,185,9,0,0,0.831
36,111,85.976,34.242,1.589,25,10,1,1,0.907
36,112,78.577,32.75,0.609,37,1,0,0,0.898
36,113,76.812,33.501,0.904,48,2,0,0,0.883
36,114,75.818,28.252,1.006,55,3,0,0,0.897
36,115,78.497,34.265,0.956,66,4,0,0,0.89
36,116,82.467,32.204,1.094,77,5,0,0,0.883
36,117,79.739,31.748,1.034,92,6,0,0,0.862
36,118,81.783,34.725,1.244,105,7,0,0,0.84
36,119,79.972,33.603,1.187,114,8,0,0,0.818
36,120,79.868,36.63,1.592,131,9,0,0,0.793
36,121,87.847,33.18,1.554,60,10,1,1,0.976
36,122,76.541,31.845,0.854,67,1,0,0,0.968
36,123,80.687,35.318,1.278,77,2,0,0,0.947
36,124,76.394,35.393,0.951,90,3,0,0,0.922
36,125,77.747,28.941,0.941,96,4,0,0,0.922
36,126,73.173,30.6,1.144,110,5,0,0,0.905
36,127,81.318,32.757,1.289,118,6,0,0,0.899
36,128,78.662,30.022,1.187,131,7,0,0,0.897
36,129,84.463,35.102,1.436,139,8,0,0,0.875
36,130,81.262,33.44,1.432,27,9,1,1,0.912
36,131,70.939,31.357,0.982,38,1,0,0,0.891
36,132,72.175,29.257,0.625,53,2,0,0,0.882
36,133,82.519,32.797,1.107,59,3,0,0,0.871
36,134,78.652,29.751,1.107,74,4,0,0,0.848
36,135,78.91,35.192,0.873,48,5,1,1,0.94
36,136,81.592,30.242,1.066,54,1,0,0,0.934
36,137,70.106,31.702,0.974,72,2,0,0,0.922
36,138,79.675,29.455,0.89,83,3,0,0,0.908
36,139,79.446,30.472,1.54,101,4,0,0,0.899
36,140,76.736,31.963,1.566,60,5,1,1,0.983
36,141,75.498,30.565,1.135,69,1,0,0,0.978
36,142,69.347,33.077,1.039,75,2,0,0,0.974
36,143,80.048,27.445,1.076,2,3,1,1,0.987
36,144,72.805,30.865,1.05,20,1,0,0,0.973
36,145,72.597,31.631,0.638,36,2,0,0,0.951
36,146,74.555,30.268,0.943,48,3,0,0,0.935
36,147,69.331,28.94,0.733,58,4,0,0,0.926
36,148,74.853,30.845,0.865,68,5,0,0,0.914
36,149,76.565,31.524,1.278,84,6,0,0,0.897
36,150,77.541,29.177,1.091,92,7,0,0,0.874
36,151,74.092,33.53,1.252,99,8,0,0,0.854
36,152,79.768,30.022,1.605,107,9,0,0,0.846
36,153,76.051,31.487,1.177,114,10,0,0,0.83
36,154,75.91,30.54,1.464,124,11,0,0,0.812
36,155,84.923,32.428,1.514,136,12,0,0,0.798
36,156,75.119,32.096,1.67,143,13,0,0,0.778
36,157,76.38,32.991,1.406,91,14,1,1,0.996
36,158,78.954,28.582,1.39,104,1,0,0,0.981
36,159,80.073,30.843,1.077,116,2,0,0,0.977
36,160,79.77,28.393,1.409,27,3,1,1,0.989
36,161,73.279,29.439,0.991,43,1,0,0,0.972
36,162,77.787,32.082,0.952,53,2,0,0,0.971
36,163,74.636,29.711,0.767,61,3,0,0,0.966
36,164,77.816,31.089,0.838,67,4,0,0,0.959
36,165,77.162,33.187,1.089,74,5,0,0,0.957
36,166,79.035,32.103,0.859,86,6,0,0,0.952
36,167,70.217,29.089,0.941,97,7,0,0,0.953
36,168,79.077,31.878,1.125,115,8,0,0,0.953
36,169,79.532,28.869,1.235,125,9,0,0,0.919
36,170,79.585,32.642,1.253,133,10,0,0,0.904
36,171,68.523,32.208,1.412,142,11,0,0,0.898
36,172,82.021,32.959,1.524,153,12,0,0,0.874
36,173,81.345,32.049,1.378,165,13,0,0,0.86
36,174,81.059,32.025,1.642,178,14,0,0,0.83
36,175,76.208,33.522,1.561,68,15,1,1,0.959
36,176,73.926,29.358,1.192,100,1,1,1,0.954
36,177,74.919,30.429,1.242,89,1,1,1,0.912
36,178,75.322,28.174,1.322,101,1,0,0,0.899
36,179,75.044,29.978,1.137,112,2,0,0,0.875
36,180,72.067,33.494,1.537,73,3,1,1,0.971
36,181,72.351,30.085,1.26,85,1,0,0,0.963
36,182,78.63,30.023,0.716,71,2,1,1,0.901
36,183,77.46,30.144,1.428,89,1,0,0,0.869
36,184,76.685,30.79,1.371,104,2,0,0,0.855
36,185,72.06,29.424,1.417,113,3,0,0,0.84
36,186,69.189,34.455,1.004,120,4,0,0,0.823
36,187,77.504,30.681,1.451,137,5,0,0,0.789
36,188,78.943,31.779,1.646,74,6,1,1,0.987
36,189,76.627,29.991,1.147,89,1,0,0,0.985
36,190,67.65,29.216,1.378,97,2,0,0,0.978
36,191,74.838,27.658,1.423,108,3,0,0,0.979
36,192,75.684,33.588,1.236,93,4,1,1,0.926
36,193,71.925,28.934,1.463,110,1,0,0,0.9
36,194,81.585,30.77,0.992,127,2,0,0,0.876
36,195,83.062,26.016,1.392,144,3,0,0,0.846
36,196,84.11,34.466,1.542,155,4,0,0,0.818
36,197,75.993,31.661,1.517,161,5,0,0,0.809
36,198,74.003,29.418,1.467,58,6,1,1,0.995
36,199,72.474,30.875,1.095,66,1,0,0,0.978
36,200,79.98,29.657,1.107,79,2,0,0,0.957
36,201,72.373,27.41,0.937,90,3,0,0,0.957
36,202,76.613,31.644,0.953,97,4,0,0,0.941
36,203,74.769,30.79,1.132,115,5,0,0,0.911
36,204,74.723,31.356,1.319,52,6,1,1,0.953
36,205,72.958,26.834,0.784,62,1,0,0,0.94
36,206,64.637,26.165,1.35,76,2,0,0,0.924
36,207,73.94,30.161,1.178,93,3,0,0,0.896
36,208,72.002,28.205,1.156,57,4,1,1,0.909
36,209,69.936,28.984,0.887,65,1,0,0,0.912
36,210,72.138,28.965,1.294,81,2,0,0,0.902
36,211,70.832,28.474,0.832,94,3,0,0,0.894
36,212,73.713,30.253,1.354,110,4,0,0,0.893
36,213,70.119,33.063,1.111,125,5,0,0,0.883
36,214,76.148,27.224,1.262,132,6,0,0,0.877
36,215,73.459,34.734,1.346,138,7,0,0,0.853
36,216,70.835,29.722,1.381,147,8,0,0,0.83
36,217,74.89,34.84,1.579,164,9,0,0,0.813
36,218,76.507,27.105,1.624,173,10,0,0,0.81
36,219,78.355,30.269,1.519,185,11,0,0,0.767
36,220,79.087,30.957,1.798,202,12,0,0,0.752
36,221,78.613,26.355,2.137,216,13,0,0,0.748
36,222,79.824,31.781,1.929,234,14,0,0,0.74
36,223,77.867,36.217,1.847,242,15,0,0,0.726
36,224,81.494,34.572,1.936,257,16,0,0,0.685
36,225,77.642,33.061,2.29,269,17,0,0,0.669
36,226,74.711,33.039,2.22,278,18,0,0,0.657
36,227,76.699,31.964,1.834,289,19,0,0,0.645
36,228,76.519,31.028,2.232,24,20,1,1,0.923
36,229,73.136,30.295,0.902,40,1,0,0,0.903
36,230,74.483,27.486,0.773,55,2,0,0,0.874
36,231,70.4,24.275,0.898,61,3,0,0,0.877
36,232,68.709,28.949,1.249,72,4,0,0,0.854
36,233,66.833,30.062,1.114,83,5,0,0,0.842
36,234,69.685,26.346,1.144,89,6,0,0,0.843
36,235,73.211,32.729,1.153,39,7,1,1,0.962
36,236,72.483,25.509,0.91,53,1,0,0,0.956
36,237,71.869,25.469,1.166,60,2,0,0,0.954
36,238,66.718,24.389,1.038,77,3,0,0,0.931
36,239,74.816,29.437,1.01,90,4,0,0,0.916
36,240,70.594,29.178,1.246,106,5,0,0,0.904
36,241,70.471,29.607,1.46,119,6,0,0,0.896
36,242,69.212,31.81,1.465,131,7,0,0,0.872
36,243,70.999,27.758,1.454,143,8,0,0,0.869
36,244,72.989,27.612,1.338,154,9,0,0,0.863
36,245,68.075,32.003,1.614,165,10,0,0,0.856
36,246,75.799,26.865,1.764,179,11,0,0,0.845
36,247,70.013,25.731,1.378,191,12,0,0,0.825
36,248,69.521,33.76,1.897,205,13,0,0,0.815
36,249,69.26,32.86,1.509,223,14,0,0,0.778
36,250,72.8,33.293,1.989,234,15,0,0,0.745
36,251,75.441,34.057,1.969,241,16,0,0,0.734
36,252,78.373,33.557,2.157,58,17,1,1,0.954
36,253,68.018,31.614,1.005,70,1,0,0,0.953
36,254,69.368,24.91,1.074,81,2,0,0,0.937
36,255,66.727,31.544,1.09,89,3,0,0,0.919
36,256,67.974,28.334,1.174,103,4,0,0,0.902
36,257,68.619,26.736,1.326,118,5,0,0,0.884
36,258,73.353,30.253,1.058,126,6,0,0,0.867
36,259,68.819,28.86,1.355,140,7,0,0,0.833
36,260,72.313,29.288,1.228,152,8,0,0,0.824
36,261,70.399,28.673,1.552,36,9,1,1,0.903
36,262,74.003,29.706,1.221,52,1,0,0,0.886
36,263,70.784,28.529,0.964,69,2,0,0,0.844
36,264,72.659,26.902,1.232,85,3,0,0,0.817
36,265,73.485,29.959,1.119,97,4,0,0,0.792
36,266,69.816,26.332,1.164,113,5,0,0,0.782
36,267,76.405,30.366,1.245,123,6,0,0,0.759
36,268,68.456,30.844,1.665,140,7,0,0,0.743
36,269,68.991,30.211,1.429,155,8,0,0,0.741
36,270,69.672,32.488,1.446,162,9,0,0,0.727
36,271,72.52,29.18,1.429,13,10,1,1,0.961
36,272,68.156,24.313,0.714,20,1,0,0,0.947
36,273,64.236,25.89,0.791,2,2,1,1,0.949
36,274,67.266,28.415,0.586,17,1,0,0,0.933
36,275,67.352,27.385,0.58,29,2,0,0,0.915
36,276,67.912,27.064,0.816,36,3,0,0,0.915
36,277,67.512,27.32,0.646,49,4,0,0,0.909
36,278,69.931,26.068,0.981,66,5,0,0,0.9
36,279,67.624,27.91,1.304,84,6,0,0,0.878
36,280,73.906,26.523,1.003,99,7,0,0,0.874
36,281,68.364,28.151,1.353,113,8,0,0,0.852
36,282,70.771,28.975,1.351,120,9,0,0,0.846
36,283,69.092,30.116,1.736,136,10,0,0,0.83
36,284,74.473,27.971,1.081,149,11,0,0,0.821
36,285,73.861,31.515,1.585,74,12,1,1,0.907
36,286,68.958,29.021,1.362,92,1,0,0,0.878
36,287,69.176,28.003,1.013,98,2,0,0,0.865
36,288,74.099,30.884,1.361,114,3,0,0,0.855
36,289,70.832,27.429,1.027,124,4,0,0,0.836
36,290,67.191,30.599,1.287,136,5,0,0,0.839
36,291,76.575,29.14,1.516,145,6,0,0,0.833
36,292,73.693,31.48,1.366,154,7,0,0,0.834
36,293,70.804,29.971,1.213,172,8,0,0,0.795
36,294,75.292,34.353,1.741,185,9,0,0,0.778
36,295,83.668,28.919,1.649,199,10,0,0,0.761
36,296,74.824,28.755,1.589,211,11,0,0,0.744
36,297,72.431,33.275,1.587,218,12,0,0,0.742
36,298,77.986,33.617,1.978,227,13,0,0,0.729
36,299,84.476,35.049,1.939,15,14,1,1,0.925
36,300,74.148,24.315,0.935,26,1,0,0,0.905
36,301,74.642,27.359,1.073,44,2,0,0,0.889
36,302,70.389,29.883,1.121,57,3,0,0,0.875
